rank,file,t_sec,score,U,A,D,n_boxes,n_ambiguous,empty,selected
60,frame_0003.jpg,1.2,0.5387,0.5774,0.1667,1.0,5,1,False,False
61,frame_0030.jpg,12.0,0.5383,0.4766,0.3333,1.0,7,2,False,False
62,frame_0004.jpg,1.6,0.5368,0.5736,0.1667,1.0,4,1,False,False
63,frame_0032.jpg,12.8,0.5361,0.4722,0.3333,1.0,5,2,False,False
64,frame_0079.jpg,31.6,0.5341,0.5482,0.3333,0.8,6,2,False,False
65,frame_0305.jpg,122.0,0.5284,0.6447,0.5,0.28,6,3,False,False
66,frame_0278.jpg,111.2,0.5263,0.6246,0.5,0.32,6,3,False,False
67,frame_0188.jpg,75.2,0.5234,0.6308,0.6667,0.04,8,4,False,False
68,frame_0067.jpg,26.8,0.5227,0.5453,0.1667,1.0,5,1,False,False
69,frame_0001.jpg,0.4,0.5205,0.441,0.3333,1.0,7,2,False,False
70,frame_0367.jpg,146.8,0.5196,0.7072,0.5,0.08,9,3,False,False
71,frame_0374.jpg,149.6,0.518,0.656,0.5,0.2,6,3,False,False
72,frame_0082.jpg,32.8,0.5177,0.6634,0.1667,0.68,2,1,False,False
73,frame_0276.jpg,110.4,0.5142,0.6324,0.5,0.24,6,3,False,False
74,frame_0029.jpg,11.6,0.5116,0.5232,0.1667,1.0,5,1,False,False
75,frame_0288.jpg,115.2,0.5099,0.5318,0.3333,0.72,5,2,False,False
76,frame_0012.jpg,4.8,0.5095,0.419,0.3333,1.0,3,2,False,False
77,frame_0072.jpg,28.8,0.5066,0.5132,0.1667,1.0,7,1,False,False
78,frame_0372.jpg,148.8,0.5065,0.6649,0.5,0.12,7,3,False,False
79,frame_0180.jpg,72.0,0.5051,0.6783,0.5,0.08,6,3,False,False
80,frame_0384.jpg,153.6,0.505,0.7461,0.3333,0.16,8,2,False,False
81,frame_0316.jpg,126.4,0.5018,0.4396,0.8333,0.16,7,5,False,False
82,frame_0304.jpg,121.6,0.5,0.6721,0.3333,0.32,6,2,False,False
83,frame_0389.jpg,155.6,0.4998,0.6516,0.5,0.12,6,3,False,False
84,frame_0286.jpg,114.4,0.4993,0.4426,0.5,0.64,7,3,False,False
85,frame_0204.jpg,81.6,0.4946,0.6172,0.1667,0.68,1,1,False,False
86,frame_0296.jpg,118.4,0.4941,0.6321,0.1667,0.64,5,1,False,False
87,frame_0007.jpg,2.8,0.4939,0.3878,0.3333,1.0,4,2,False,False
88,frame_0203.jpg,81.2,0.4938,0.4315,0.5,0.64,3,3,False,False
89,frame_0396.jpg,158.4,0.4933,0.6225,0.5,0.16,7,3,False,False
90,frame_0333.jpg,133.2,0.4919,0.6518,0.5,0.08,7,3,False,False
91,frame_0306.jpg,122.4,0.4913,0.6866,0.3333,0.24,6,2,False,False
92,frame_0375.jpg,150.0,0.4913,0.7027,0.3333,0.2,9,2,False,False
93,frame_0202.jpg,80.8,0.489,0.538,0.3333,0.6,3,2,False,False
94,frame_0268.jpg,107.2,0.4887,0.5453,0.6667,0.08,5,4,False,False
95,frame_0125.jpg,50.0,0.4881,0.4883,0.3333,0.72,5,2,False,False
96,frame_0122.jpg,48.8,0.4873,0.7346,0.0,0.6,4,0,False,False
97,frame_0327.jpg,130.8,0.4871,0.6582,0.5,0.04,8,3,False,False
98,frame_0027.jpg,10.8,0.4856,0.4711,0.1667,1.0,3,1,False,False
99,frame_0105.jpg,42.0,0.4831,0.6343,0.5,0.08,6,3,False,False
100,frame_0385.jpg,154.0,0.4825,0.585,0.5,0.2,9,3,False,False
101,frame_0201.jpg,80.4,0.4811,0.5383,0.3333,0.56,4,2,False,False
102,frame_0282.jpg,112.8,0.481,0.5701,0.3333,0.48,4,2,False,False
103,frame_0091.jpg,36.4,0.4799,0.6318,0.3333,0.32,3,2,False,False
104,frame_0169.jpg,67.6,0.4797,0.5514,0.3333,0.52,6,2,False,False
105,frame_0085.jpg,34.0,0.4796,0.5353,0.3333,0.56,4,2,False,False
106,frame_0328.jpg,131.2,0.4794,0.6268,0.5,0.08,9,3,False,False
107,frame_0080.jpg,32.0,0.4764,0.4489,0.3333,0.76,4,2,False,False
108,frame_0198.jpg,79.2,0.4744,0.6728,0.1667,0.44,1,1,False,False
109,frame_0232.jpg,92.8,0.4721,0.5641,0.5,0.2,6,3,False,False
110,frame_0332.jpg,132.8,0.4697,0.7235,0.3333,0.04,7,2,False,False
111,frame_0303.jpg,121.2,0.469,0.594,0.3333,0.36,4,2,False,False
112,frame_0308.jpg,123.2,0.4676,0.5712,0.5,0.16,5,3,False,False
113,frame_0214.jpg,85.6,0.4669,0.5258,0.3333,0.52,2,2,False,False
114,frame_0292.jpg,116.8,0.4644,0.5088,0.1667,0.8,5,1,False,False
115,frame_0025.jpg,10.0,0.4607,0.5214,0.0,1.0,1,0,False,False
116,frame_0018.jpg,7.2,0.4592,0.4184,0.1667,1.0,5,1,False,False
117,frame_0285.jpg,114.0,0.4586,0.4773,0.3333,0.6,5,2,False,False
118,frame_0131.jpg,52.4,0.4568,0.4295,0.1667,0.96,3,1,False,False
119,frame_0373.jpg,149.2,0.4568,0.5496,0.5,0.16,7,3,False,False
120,frame_0126.jpg,50.4,0.4562,0.4085,0.3333,0.76,8,2,False,False
121,frame_0297.jpg,118.8,0.4557,0.6714,0.0,0.6,6,0,False,False
122,frame_0274.jpg,109.6,0.4548,0.6456,0.3333,0.16,7,2,False,False
123,frame_0087.jpg,34.8,0.4538,0.5156,0.3333,0.48,4,2,False,False
124,frame_0310.jpg,124.0,0.4534,0.5747,0.5,0.08,5,3,False,False
125,frame_0213.jpg,85.2,0.4518,0.4797,0.3333,0.56,3,2,False,False
126,frame_0272.jpg,108.8,0.4483,0.6646,0.3333,0.08,3,2,False,False
127,frame_0023.jpg,9.2,0.4481,0.4962,0.0,1.0,2,0,False,False
128,frame_0115.jpg,46.0,0.4458,0.5636,0.3333,0.32,6,2,False,False
129,frame_0280.jpg,112.0,0.4438,0.4275,0.5,0.4,6,3,False,False
130,frame_0295.jpg,118.0,0.4423,0.4127,0.3333,0.68,5,2,False,False
131,frame_0086.jpg,34.4,0.4406,0.3732,0.5,0.52,4,3,False,False
132,frame_0026.jpg,10.4,0.4357,0.3713,0.1667,1.0,4,1,False,False
133,frame_0283.jpg,113.2,0.4355,0.3629,0.5,0.52,5,3,False,False
134,frame_0233.jpg,93.2,0.4312,0.5665,0.3333,0.24,7,2,False,False
135,frame_0309.jpg,123.6,0.4297,0.6115,0.3333,0.12,5,2,False,False
136,frame_0279.jpg,111.6,0.4252,0.6063,0.1667,0.36,6,1,False,False
137,frame_0075.jpg,30.0,0.4242,0.4644,0.0,0.96,5,0,False,False
138,frame_0390.jpg,156.0,0.424,0.616,0.3333,0.08,6,2,False,False
139,frame_0120.jpg,48.0,0.4238,0.4396,0.3333,0.52,3,2,False,False
140,frame_0322.jpg,128.8,0.4233,0.5826,0.3333,0.16,6,2,False,False
141,frame_0174.jpg,69.6,0.4229,0.5179,0.3333,0.32,5,2,False,False
142,frame_0329.jpg,131.6,0.4225,0.513,0.5,0.08,10,3,False,False
143,frame_0376.jpg,150.4,0.4197,0.5755,0.3333,0.16,6,2,False,False
144,frame_0317.jpg,126.8,0.4183,0.6566,0.1667,0.2,7,1,False,False
145,frame_0218.jpg,87.2,0.4179,0.5918,0.1667,0.36,2,1,False,False
146,frame_0211.jpg,84.4,0.4175,0.379,0.3333,0.64,4,2,False,False
147,frame_0186.jpg,74.4,0.4172,0.6185,0.3333,0.04,9,2,False,False
148,frame_0318.jpg,127.2,0.4161,0.5362,0.3333,0.24,6,2,False,False
149,frame_0113.jpg,45.2,0.4155,0.635,0.1667,0.24,4,1,False,False
150,frame_0175.jpg,70.0,0.4152,0.6184,0.1667,0.28,5,1,False,False
151,frame_0383.jpg,153.2,0.4148,0.4816,0.5,0.12,8,3,False,False
152,frame_0090.jpg,36.0,0.4139,0.4838,0.3333,0.36,4,2,False,False
153,frame_0209.jpg,83.6,0.4134,0.4388,0.1667,0.72,3,1,False,False
154,frame_0277.jpg,110.8,0.4115,0.611,0.1667,0.28,6,1,False,False
155,frame_0388.jpg,155.2,0.4109,0.5579,0.3333,0.16,10,2,False,False
156,frame_0371.jpg,148.4,0.4106,0.5892,0.3333,0.08,7,2,False,False
157,frame_0397.jpg,158.8,0.4033,0.5266,0.3333,0.2,6,2,False,False
158,frame_0121.jpg,48.4,0.4012,0.4783,0.1667,0.56,4,1,False,False
159,frame_0011.jpg,4.4,0.3992,0.2983,0.1667,1.0,4,1,False,False
160,frame_0293.jpg,117.2,0.3991,0.3942,0.1667,0.76,4,1,False,False
161,frame_0394.jpg,157.6,0.3984,0.6647,0.1667,0.08,3,1,False,False
162,frame_0097.jpg,38.8,0.3983,0.5647,0.3333,0.08,5,2,False,False
163,frame_0100.jpg,40.0,0.3965,0.5771,0.3333,0.04,3,2,False,False
164,frame_0170.jpg,68.0,0.3956,0.4991,0.1667,0.48,6,1,False,False
165,frame_0123.jpg,49.2,0.3952,0.5344,0.0,0.64,4,0,False,False
166,frame_0071.jpg,28.4,0.3936,0.2871,0.1667,1.0,5,1,False,False
167,frame_0391.jpg,156.4,0.3935,0.571,0.3333,0.04,8,2,False,False
168,frame_0225.jpg,90.0,0.3929,0.5539,0.3333,0.08,5,2,False,False
169,frame_0083.jpg,33.2,0.3922,0.4283,0.1667,0.64,3,1,False,False
170,frame_0196.jpg,78.4,0.3921,0.5402,0.1667,0.36,3,1,False,False
171,frame_0290.jpg,116.0,0.3919,0.4638,0.0,0.8,7,0,False,False
172,frame_0212.jpg,84.8,0.3914,0.4428,0.1667,0.6,2,1,False,False
173,frame_0275.jpg,110.0,0.3878,0.4956,0.3333,0.2,7,2,False,False
174,frame_0377.jpg,150.8,0.3857,0.5234,0.3333,0.12,10,2,False,False
175,frame_0111.jpg,44.4,0.3856,0.6072,0.1667,0.16,3,1,False,False
176,frame_0320.jpg,128.0,0.3855,0.475,0.3333,0.24,6,2,False,False
177,frame_0399.jpg,159.6,0.3827,0.4535,0.3333,0.28,6,2,False,False
178,frame_0315.jpg,126.0,0.3797,0.5115,0.3333,0.12,7,2,False,False
179,frame_0289.jpg,115.6,0.3772,0.3503,0.1667,0.76,4,1,False,False
180,frame_0301.jpg,120.4,0.3752,0.4744,0.1667,0.44,5,1,False,False
181,frame_0103.jpg,41.2,0.372,0.4801,0.3333,0.16,5,2,False,False
182,frame_0386.jpg,154.4,0.3718,0.4476,0.3333,0.24,8,2,False,False
183,frame_0217.jpg,86.8,0.3717,0.4833,0.1667,0.4,3,1,False,False
184,frame_0019.jpg,7.6,0.37,0.24,0.1667,1.0,2,1,False,False
185,frame_0325.jpg,130.0,0.3676,0.4192,0.5,0.04,7,3,False,False
186,frame_0006.jpg,2.4,0.3657,0.3314,0.0,1.0,4,0,False,False
187,frame_0298.jpg,119.2,0.3651,0.4061,0.1667,0.56,6,1,False,False
188,frame_0130.jpg,52.0,0.3632,0.3584,0.0,0.92,4,0,False,False
189,frame_0228.jpg,91.2,0.3557,0.3954,0.5,0.04,6,3,False,False
190,frame_0098.jpg,39.2,0.3519,0.5878,0.1667,0.04,4,1,False,False
191,frame_0128.jpg,51.2,0.3498,0.3635,0.0,0.84,5,0,False,False
192,frame_0205.jpg,82.0,0.3497,0.3113,0.1667,0.72,2,1,False,False
193,frame_0307.jpg,122.8,0.3487,0.5173,0.1667,0.2,10,1,False,False
194,frame_0311.jpg,124.4,0.3465,0.377,0.5,0.04,4,3,False,False
195,frame_0382.jpg,152.8,0.3455,0.459,0.3333,0.08,6,2,False,False
196,frame_0219.jpg,87.6,0.3449,0.4618,0.1667,0.32,4,1,False,False
197,frame_0118.jpg,47.2,0.3427,0.4094,0.1667,0.44,4,1,False,False
198,frame_0206.jpg,82.4,0.3427,0.3814,0.0,0.76,3,0,False,False
199,frame_0269.jpg,107.6,0.3423,0.5686,0.1667,0.04,5,1,False,False
200,frame_0300.jpg,120.0,0.3419,0.3918,0.1667,0.48,7,1,False,False
201,frame_0088.jpg,35.2,0.3388,0.5016,0.0,0.44,4,0,False,False
202,frame_0189.jpg,75.6,0.3357,0.5393,0.1667,0.08,3,1,False,False
203,frame_0194.jpg,77.6,0.3274,0.5428,0.0,0.28,5,0,False,False
204,frame_0281.jpg,112.4,0.327,0.3779,0.1667,0.44,4,1,False,False
205,frame_0200.jpg,80.0,0.3265,0.3449,0.1667,0.52,2,1,False,False
206,frame_0185.jpg,74.0,0.3257,0.5193,0.1667,0.08,6,1,False,False
207,frame_0116.jpg,46.4,0.3236,0.5032,0.0,0.36,5,0,False,False
208,frame_0010.jpg,4.0,0.3214,0.2427,0.0,1.0,2,0,False,False
209,frame_0172.jpg,68.8,0.3187,0.3774,0.1667,0.4,6,1,False,False
210,frame_0096.jpg,38.4,0.3181,0.4882,0.1667,0.12,6,1,False,False
211,frame_0287.jpg,114.8,0.3168,0.3616,0.0,0.68,5,0,False,False
212,frame_0190.jpg,76.0,0.3137,0.3795,0.3333,0.12,5,2,False,False
213,frame_0267.jpg,106.8,0.3126,0.3772,0.3333,0.12,6,2,False,False
214,frame_0302.jpg,120.8,0.3106,0.3611,0.1667,0.4,7,1,False,False
215,frame_0273.jpg,109.2,0.3102,0.4724,0.1667,0.12,6,1,False,False
216,frame_0222.jpg,88.8,0.3077,0.4354,0.1667,0.2,4,1,False,False
217,frame_0398.jpg,159.2,0.3072,0.4184,0.1667,0.24,6,1,False,False
218,frame_0178.jpg,71.2,0.3065,0.4489,0.1667,0.16,6,1,False,False
219,frame_0313.jpg,125.2,0.3056,0.4952,0.1667,0.04,2,1,False,False
220,frame_0184.jpg,73.6,0.3045,0.477,0.1667,0.08,6,1,False,False
221,frame_0093.jpg,37.2,0.2996,0.4031,0.1667,0.24,3,1,False,False
222,frame_0119.jpg,47.6,0.2991,0.3062,0.1667,0.48,3,1,False,False
223,frame_0181.jpg,72.4,0.2981,0.3803,0.3333,0.04,6,2,False,False
224,frame_0221.jpg,88.4,0.2981,0.4002,0.1667,0.24,3,1,False,False
225,frame_0022.jpg,8.8,0.2932,0.1864,0.0,1.0,5,0,False,False
226,frame_0195.jpg,78.0,0.2885,0.4491,0.0,0.32,3,0,False,False
227,frame_0179.jpg,71.6,0.282,0.416,0.1667,0.12,5,1,False,False
228,frame_0109.jpg,43.6,0.2811,0.5302,0.0,0.08,7,0,False,False
229,frame_0171.jpg,68.4,0.2805,0.3849,0.0,0.44,4,0,False,False
230,frame_0092.jpg,36.8,0.2742,0.4364,0.0,0.28,2,0,False,False
231,frame_0192.jpg,76.8,0.2738,0.3676,0.1667,0.2,5,1,False,False
232,frame_0370.jpg,148.0,0.2676,0.5191,0.0,0.04,8,0,False,False
233,frame_0197.jpg,78.8,0.263,0.266,0.1667,0.4,2,1,False,False
234,frame_0207.jpg,82.8,0.2625,0.2049,0.0,0.8,2,0,False,False
235,frame_0102.jpg,40.8,0.2606,0.3731,0.1667,0.12,3,1,False,False
236,frame_0224.jpg,89.6,0.2605,0.373,0.1667,0.12,5,1,False,False
237,frame_0117.jpg,46.8,0.2586,0.2571,0.1667,0.4,4,1,False,False
238,frame_0395.jpg,158.0,0.258,0.368,0.1667,0.12,5,1,False,False
239,frame_0094.jpg,37.6,0.2545,0.3289,0.1667,0.2,5,1,False,False
240,frame_0108.jpg,43.2,0.2545,0.393,0.1667,0.04,7,1,False,False
241,frame_0223.jpg,89.2,0.2482,0.3324,0.1667,0.16,6,1,False,False
242,frame_0393.jpg,157.2,0.2372,0.3584,0.1667,0.04,4,1,False,False
243,frame_0216.jpg,86.4,0.2358,0.2955,0.0,0.44,3,0,False,False
244,frame_0199.jpg,79.6,0.2332,0.2744,0.0,0.48,1,0,False,False
245,frame_0183.jpg,73.2,0.2326,0.3492,0.1667,0.04,5,1,False,False
246,frame_0101.jpg,40.4,0.2291,0.3261,0.1667,0.08,5,1,False,False
247,frame_0208.jpg,83.2,0.2266,0.1492,0.0,0.76,3,0,False,False
248,frame_0381.jpg,152.4,0.2177,0.4193,0.0,0.04,6,0,False,False
249,frame_0110.jpg,44.0,0.2142,0.2803,0.1667,0.12,3,1,False,False
250,frame_0112.jpg,44.8,0.2101,0.3402,0.0,0.2,4,0,False,False
251,frame_0323.jpg,129.2,0.195,0.242,0.1667,0.12,6,1,False,False
252,frame_0324.jpg,129.6,0.1835,0.335,0.0,0.08,4,0,False,False
253,frame_0104.jpg,41.6,0.1827,0.3175,0.0,0.12,3,0,False,False
254,frame_0191.jpg,76.4,0.1507,0.2375,0.0,0.16,3,0,False,False
255,frame_0314.jpg,125.6,0.1484,0.2648,0.0,0.08,5,0,False,False
256,frame_0271.jpg,108.4,0.0879,0.1598,0.0,0.04,4,0,False,False
